key,gloss,word_class,root,form_label,surface_form
on,mouth,noun,?-?-n,female.plural.first,?a?o?onoth
on,mouth,noun,?-?-n,female.plural.second,?a?o?onoj
on,mouth,noun,?-?-n,female.plural.third,?a?o?onosh
on,mouth,noun,?-?-n,female.plural.fourth,?a?o?ono
on,mouth,noun,?-?-n,female.collective.first,?æ?eneth
on,mouth,noun,?-?-n,female.collective.second,?æ?enej
on,mouth,noun,?-?-n,female.collective.third,?æ?enesh
on,mouth,noun,?-?-n,female.collective.fourth,?æ?ene
on,mouth,noun,?-?-n,female.zero.first,?a?ofnofth
on,mouth,noun,?-?-n,female.zero.second,?a?ofnofj
on,mouth,noun,?-?-n,female.zero.third,?a?ofnofsh
on,mouth,noun,?-?-n,female.zero.fourth,?a?ofnof
on,mouth,noun,?-?-n,male.singular.first,?a?anath
on,mouth,noun,?-?-n,male.singular.second,?a?anaj
on,mouth,noun,?-?-n,male.singular.third,?a?anash
on,mouth,noun,?-?-n,male.singular.fourth,?a?ana
on,mouth,noun,?-?-n,male.plural.first,?a?a?anath
on,mouth,noun,?-?-n,male.plural.second,?a?a?anaj
on,mouth,noun,?-?-n,male.plural.third,?a?a?anash
on,mouth,noun,?-?-n,male.plural.fourth,?a?a?ana
on,mouth,noun,?-?-n,male.collective.first,?æ?ænæth
on,mouth,noun,?-?-n,male.collective.second,?æ?ænæj
on,mouth,noun,?-?-n,male.collective.third,?æ?ænæsh
on,mouth,noun,?-?-n,male.collective.fourth,?æ?ænæ
on,mouth,noun,?-?-n,male.zero.first,?a?afnafth
on,mouth,noun,?-?-n,male.zero.second,?a?afnafj
on,mouth,noun,?-?-n,male.zero.third,?a?afnafsh
on,mouth,noun,?-?-n,male.zero.fourth,?a?afnaf
on,mouth,noun,?-?-n,inanimate.singular.first,?a?ïfnïfth
on,mouth,noun,?-?-n,inanimate.singular.second,?a?ïfnïfj
on,mouth,noun,?-?-n,inanimate.singular.third,?a?ïfnïfsh
on,mouth,noun,?-?-n,inanimate.singular.fourth,?a?ïfnïf
on,mouth,noun,?-?-n,inanimate.plural.first,?a?ïf?ïfnïfth
on,mouth,noun,?-?-n,inanimate.plural.second,?a?ïf?ïfnïfj
on,mouth,noun,?-?-n,inanimate.plural.third,?a?ïf?ïfnïfsh
on,mouth,noun,?-?-n,inanimate.plural.fourth,?a?ïf?ïfnïf
on,mouth,noun,?-?-n,inanimate.collective.first,?æ?ïfnïfth
on,mouth,noun,?-?-n,inanimate.collective.second,?æ?ïfnïfj
on,mouth,noun,?-?-n,inanimate.collective.third,?æ?ïfnïfsh
on,mouth,noun,?-?-n,inanimate.collective.fourth,?æ?ïfnïf
on,mouth,noun,?-?-n,inanimate.zero.first,?a?ïffnïffth
on,mouth,noun,?-?-n,inanimate.zero.second,?a?ïffnïffj
on,mouth,noun,?-?-n,inanimate.zero.third,?a?ïffnïffsh
on,mouth,noun,?-?-n,inanimate.zero.fourth,?a?ïffnïff
ich,heart,noun,?-ch-?,child.singular.first,?achu?uth
ich,heart,noun,?-ch-?,child.singular.second,?achu?uj
ich,heart,noun,?-ch-?,child.singular.third,?achu?ush
ich,heart,noun,?-ch-?,child.singular.fourth,?achu?u
ich,heart,noun,?-ch-?,child.plural.first,?achuchu?uth
ich,heart,noun,?-ch-?,child.plural.second,?achuchu?uj
ich,heart,noun,?-ch-?,child.plural.third,?achuchu?ush
ich,heart,noun,?-ch-?,child.plural.fourth,?achuchu?u
ich,heart,noun,?-ch-?,child.collective.first,?æchi?ith
ich,heart,noun,?-ch-?,child.collective.second,?æchi?ij
ich,heart,noun,?-ch-?,child.collective.third,?æchi?ish
ich,heart,noun,?-ch-?,child.collective.fourth,?æchi?i
ich,heart,noun,?-ch-?,child.zero.first,?achuf?ufth
ich,heart,noun,?-ch-?,child.zero.second,?achuf?ufj
ich,heart,noun,?-ch-?,child.zero.third,?achuf?ufsh
ich,heart,noun,?-ch-?,child.zero.fourth,?achuf?uf
ich,heart,noun,?-ch-?,female.singular.first,?acho?oth
ich,heart,noun,?-ch-?,female.singular.second,?acho?oj
ich,heart,noun,?-ch-?,female.singular.third,?acho?osh
ich,heart,noun,?-ch-?,female.singular.fourth,?acho?o
ich,heart,noun,?-ch-?,female.plural.first,?achocho?oth
ich,heart,noun,?-ch-?,female.plural.second,?achocho?oj
ich,heart,noun,?-ch-?,female.plural.third,?achocho?osh
ich,heart,noun,?-ch-?,female.plural.fourth,?achocho?o
ich,heart,noun,?-ch-?,female.collective.first,?æche?eth
ich,heart,noun,?-ch-?,female.collective.second,?æche?ej
ich,heart,noun,?-ch-?,female.collective.third,?æche?esh
ich,heart,noun,?-ch-?,female.collective.fourth,?æche?e
ich,heart,noun,?-ch-?,female.zero.first,?achof?ofth
ich,heart,noun,?-ch-?,female.zero.second,?achof?ofj
ich,heart,noun,?-ch-?,female.zero.third,?achof?ofsh
ich,heart,noun,?-ch-?,female.zero.fourth,?achof?of
ich,heart,noun,?-ch-?,male.singular.first,?acha?ath
ich,heart,noun,?-ch-?,male.singular.second,?acha?aj
ich,heart,noun,?-ch-?,male.singular.third,?acha?ash
ich,heart,noun,?-ch-?,male.singular.fourth,?acha?a
ich,heart,noun,?-ch-?,male.plural.first,?achacha?ath
ich,heart,noun,?-ch-?,male.plural.second,?achacha?aj
ich,heart,noun,?-ch-?,male.plural.third,?achacha?ash
ich,heart,noun,?-ch-?,male.plural.fourth,?achacha?a
ich,heart,noun,?-ch-?,male.collective.first,?æchæ?æth
ich,heart,noun,?-ch-?,male.collective.second,?æchæ?æj
ich,heart,noun,?-ch-?,male.collective.third,?æchæ?æsh
ich,heart,noun,?-ch-?,male.collective.fourth,?æchæ?æ
ich,heart,noun,?-ch-?,male.zero.first,?achaf?afth
ich,heart,noun,?-ch-?,male.zero.second,?achaf?afj
ich,heart,noun,?-ch-?,male.zero.third,?achaf?afsh
ich,heart,noun,?-ch-?,male.zero.fourth,?achaf?af
ich,heart,noun,?-ch-?,inanimate.singular.first,?achïf?ïfth
ich,heart,noun,?-ch-?,inanimate.singular.second,?achïf?ïfj
ich,heart,noun,?-ch-?,inanimate.singular.third,?achïf?ïfsh
ich,heart,noun,?-ch-?,inanimate.singular.fourth,?achïf?ïf
ich,heart,noun,?-ch-?,inanimate.plural.first,?achïfchïf?ïfth
ich,heart,noun,?-ch-?,inanimate.plural.second,?achïfchïf?ïfj
ich,heart,noun,?-ch-?,inanimate.plural.third,?achïfchïf?ïfsh
ich,heart,noun,?-ch-?,inanimate.plural.fourth,?achïfchïf?ïf
ich,heart,noun,?-ch-?,inanimate.collective.first,?æchïf?ïfth
ich,heart,noun,?-ch-?,inanimate.collective.second,?æchïf?ïfj
ich,heart,noun,?-ch-?,inanimate.collective.third,?æchïf?ïfsh
ich,heart,noun,?-ch-?,inanimate.collective.fourth,?æchïf?ïf
ich,heart,noun,?-ch-?,inanimate.zero.first,?achïff?ïffth
ich,heart,noun,?-ch-?,inanimate.zero.second,?achïff?ïffj
ich,heart,noun,?-ch-?,inanimate.zero.third,?achïff?ïffsh
ich,heart,noun,?-ch-?,inanimate.zero.fourth,?achïff?ïff
uch,liver,noun,?-ch-?,child.singular.first,?achu?uth
uch,liver,noun,?-ch-?,child.singular.second,?achu?uj
uch,liver,noun,?-ch-?,child.singular.third,?achu?ush
uch,liver,noun,?-ch-?,child.singular.fourth,?achu?u
uch,liver,noun,?-ch-?,child.plural.first,?achuchu?uth
uch,liver,noun,?-ch-?,child.plural.second,?achuchu?uj
uch,liver,noun,?-ch-?,child.plural.third,?achuchu?ush
uch,liver,noun,?-ch-?,child.plural.fourth,?achuchu?u
uch,liver,noun,?-ch-?,child.collective.first,?æchi?ith
uch,liver,noun,?-ch-?,child.collective.second,?æchi?ij
uch,liver,noun,?-ch-?,child.collective.third,?æchi?ish
uch,liver,noun,?-ch-?,child.collective.fourth,?æchi?i
uch,liver,noun,?-ch-?,child.zero.first,?achuf?ufth
uch,liver,noun,?-ch-?,child.zero.second,?achuf?ufj
uch,liver,noun,?-ch-?,child.zero.third,?achuf?ufsh
uch,liver,noun,?-ch-?,child.zero.fourth,?achuf?uf
uch,liver,noun,?-ch-?,female.singular.first,?acho?oth
uch,liver,noun,?-ch-?,female.singular.second,?acho?oj
uch,liver,noun,?-ch-?,female.singular.third,?acho?osh
uch,liver,noun,?-ch-?,female.singular.fourth,?acho?o
uch,liver,noun,?-ch-?,female.plural.first,?achocho?oth
uch,liver,noun,?-ch-?,female.plural.second,?achocho?oj
uch,liver,noun,?-ch-?,female.plural.third,?achocho?osh
uch,liver,noun,?-ch-?,female.plural.fourth,?achocho?o
uch,liver,noun,?-ch-?,female.collective.first,?æche?eth
uch,liver,noun,?-ch-?,female.collective.second,?æche?ej
uch,liver,noun,?-ch-?,female.collective.third,?æche?esh
uch,liver,noun,?-ch-?,female.collective.fourth,?æche?e
uch,liver,noun,?-ch-?,female.zero.first,?achof?ofth
uch,liver,noun,?-ch-?,female.zero.second,?achof?ofj
uch,liver,noun,?-ch-?,female.zero.third,?achof?ofsh
uch,liver,noun,?-ch-?,female.zero.fourth,?achof?of
uch,liver,noun,?-ch-?,male.singular.first,?acha?ath
uch,liver,noun,?-ch-?,male.singular.second,?acha?aj
uch,liver,noun,?-ch-?,male.singular.third,?acha?ash
uch,liver,noun,?-ch-?,male.singular.fourth,?acha?a
uch,liver,noun,?-ch-?,male.plural.first,?achacha?ath
uch,liver,noun,?-ch-?,male.plural.second,?achacha?aj
uch,liver,noun,?-ch-?,male.plural.third,?achacha?ash
uch,liver,noun,?-ch-?,male.plural.fourth,?achacha?a
uch,liver,noun,?-ch-?,male.collective.first,?æchæ?æth
uch,liver,noun,?-ch-?,male.collective.second,?æchæ?æj
uch,liver,noun,?-ch-?,male.collective.third,?æchæ?æsh
uch,liver,noun,?-ch-?,male.collective.fourth,?æchæ?æ
uch,liver,noun,?-ch-?,male.zero.first,?achaf?afth
uch,liver,noun,?-ch-?,male.zero.second,?achaf?afj
uch,liver,noun,?-ch-?,male.zero.third,?achaf?afsh
uch,liver,noun,?-ch-?,male.zero.fourth,?achaf?af
uch,liver,noun,?-ch-?,inanimate.singular.first,?achïf?ïfth
uch,liver,noun,?-ch-?,inanimate.singular.second,?achïf?ïfj
uch,liver,noun,?-ch-?,inanimate.singular.third,?achïf?ïfsh
uch,liver,noun,?-ch-?,inanimate.singular.fourth,?achïf?ïf
uch,liver,noun,?-ch-?,inanimate.plural.first,?achïfchïf?ïfth
uch,liver,noun,?-ch-?,inanimate.plural.second,?achïfchïf?ïfj
uch,liver,noun,?-ch-?,inanimate.plural.third,?achïfchïf?ïfsh
uch,liver,noun,?-ch-?,inanimate.plural.fourth,?achïfchïf?ïf
uch,liver,noun,?-ch-?,inanimate.collective.first,?æchïf?ïfth
uch,liver,noun,?-ch-?,inanimate.collective.second,?æchïf?ïfj
uch,liver,noun,?-ch-?,inanimate.collective.third,?æchïf?ïfsh
uch,liver,noun,?-ch-?,inanimate.collective.fourth,?æchïf?ïf
uch,liver,noun,?-ch-?,inanimate.zero.first,?achïff?ïffth
uch,liver,noun,?-ch-?,inanimate.zero.second,?achïff?ïffj
uch,liver,noun,?-ch-?,inanimate.zero.third,?achïff?ïffsh
uch,liver,noun,?-ch-?,inanimate.zero.fourth,?achïff?ïff
debh,tree,noun,d-b-h,female.singular.first,dabohoth
debh,tree,noun,d-b-h,female.singular.second,dabohoj
debh,tree,noun,d-b-h,female.singular.third,dabohosh
debh,tree,noun,d-b-h,female.singular.fourth,daboho
debh,tree,noun,d-b-h,female.plural.first,dabobohoth
debh,tree,noun,d-b-h,female.plural.second,dabobohoj
debh,tree,noun,d-b-h,female.plural.third,dabobohosh
debh,tree,noun,d-b-h,female.plural.fourth,daboboho
debh,tree,noun,d-b-h,female.collective.first,dæbeheth
debh,tree,noun,d-b-h,female.collective.second,dæbehej
debh,tree,noun,d-b-h,female.collective.third,dæbehesh
debh,tree,noun,d-b-h,female.collective.fourth,dæbehe
debh,tree,noun,d-b-h,female.zero.first,dabofhofth
debh,tree,noun,d-b-h,female.zero.second,dabofhofj
debh,tree,noun,d-b-h,female.zero.third,dabofhofsh
debh,tree,noun,d-b-h,female.zero.fourth,dabofhof
sugh,water,noun,s-g-h,inanimate.singular.first,sagïfhïfth
sugh,water,noun,s-g-h,inanimate.singular.second,sagïfhïfj
sugh,water,noun,s-g-h,inanimate.singular.third,sagïfhïfsh
sugh,water,noun,s-g-h,inanimate.singular.fourth,sagïfhïf
sugh,water,noun,s-g-h,inanimate.plural.first,sagïfgïfhïfth
sugh,water,noun,s-g-h,inanimate.plural.second,sagïfgïfhïfj
sugh,water,noun,s-g-h,inanimate.plural.third,sagïfgïfhïfsh
sugh,water,noun,s-g-h,inanimate.plural.fourth,sagïfgïfhïf
sugh,water,noun,s-g-h,inanimate.collective.first,sægïfhïfth
sugh,water,noun,s-g-h,inanimate.collective.second,sægïfhïfj
sugh,water,noun,s-g-h,inanimate.collective.third,sægïfhïfsh
sugh,water,noun,s-g-h,inanimate.collective.fourth,sægïfhïf
sugh,water,noun,s-g-h,inanimate.zero.first,sagïffhïffth
sugh,water,noun,s-g-h,inanimate.zero.second,sagïffhïffj
sugh,water,noun,s-g-h,inanimate.zero.third,sagïffhïffsh
sugh,water,noun,s-g-h,inanimate.zero.fourth,sagïffhïff
t'ub',sun,noun,t'-b'-?,inanimate.singular.first,t'ab'ïf?ïfth
t'ub',sun,noun,t'-b'-?,inanimate.singular.second,t'ab'ïf?ïfj
t'ub',sun,noun,t'-b'-?,inanimate.singular.third,t'ab'ïf?ïfsh
t'ub',sun,noun,t'-b'-?,inanimate.singular.fourth,t'ab'ïf?ïf
t'ub',sun,noun,t'-b'-?,inanimate.plural.first,t'ab'ïfb'ïf?ïfth
t'ub',sun,noun,t'-b'-?,inanimate.plural.second,t'ab'ïfb'ïf?ïfj
t'ub',sun,noun,t'-b'-?,inanimate.plural.third,t'ab'ïfb'ïf?ïfsh
t'ub',sun,noun,t'-b'-?,inanimate.plural.fourth,t'ab'ïfb'ïf?ïf
t'ub',sun,noun,t'-b'-?,inanimate.collective.first,t'æb'ïf?ïfth
t'ub',sun,noun,t'-b'-?,inanimate.collective.second,t'æb'ïf?ïfj
t'ub',sun,noun,t'-b'-?,inanimate.collective.third,t'æb'ïf?ïfsh
t'ub',sun,noun,t'-b'-?,inanimate.collective.fourth,t'æb'ïf?ïf
t'ub',sun,noun,t'-b'-?,inanimate.zero.first,t'ab'ïff?ïffth
t'ub',sun,noun,t'-b'-?,inanimate.zero.second,t'ab'ïff?ïffj
t'ub',sun,noun,t'-b'-?,inanimate.zero.third,t'ab'ïff?ïffsh
t'ub',sun,noun,t'-b'-?,inanimate.zero.fourth,t'ab'ïff?ïff
pu,moon,noun,p-?-?,child.singular.first,pa?u?uth
pu,moon,noun,p-?-?,child.singular.second,pa?u?uj
pu,moon,noun,p-?-?,child.singular.third,pa?u?ush
pu,moon,noun,p-?-?,child.singular.fourth,pa?u?u
pu,moon,noun,p-?-?,child.plural.first,pa?u?u?uth
pu,moon,noun,p-?-?,child.plural.second,pa?u?u?uj
pu,moon,noun,p-?-?,child.plural.third,pa?u?u?ush
pu,moon,noun,p-?-?,child.plural.fourth,pa?u?u?u
pu,moon,noun,p-?-?,child.collective.first,pæ?i?ith
pu,moon,noun,p-?-?,child.collective.second,pæ?i?ij
pu,moon,noun,p-?-?,child.collective.third,pæ?i?ish
pu,moon,noun,p-?-?,child.collective.fourth,pæ?i?i
pu,moon,noun,p-?-?,child.zero.first,pa?uf?ufth
pu,moon,noun,p-?-?,child.zero.second,pa?uf?ufj
pu,moon,noun,p-?-?,child.zero.third,pa?uf?ufsh
pu,moon,noun,p-?-?,child.zero.fourth,pa?uf?uf
pu,moon,noun,p-?-?,female.singular.first,pa?o?oth
pu,moon,noun,p-?-?,female.singular.second,pa?o?oj
pu,moon,noun,p-?-?,female.singular.third,pa?o?osh
pu,moon,noun,p-?-?,female.singular.fourth,pa?o?o
pu,moon,noun,p-?-?,female.plural.first,pa?o?o?oth
pu,moon,noun,p-?-?,female.plural.second,pa?o?o?oj
pu,moon,noun,p-?-?,female.plural.third,pa?o?o?osh
pu,moon,noun,p-?-?,female.plural.fourth,pa?o?o?o
pu,moon,noun,p-?-?,female.collective.first,pæ?e?eth
pu,moon,noun,p-?-?,female.collective.second,pæ?e?ej
pu,moon,noun,p-?-?,female.collective.third,pæ?e?esh
pu,moon,noun,p-?-?,female.collective.fourth,pæ?e?e
pu,moon,noun,p-?-?,female.zero.first,pa?of?ofth
pu,moon,noun,p-?-?,female.zero.second,pa?of?ofj
pu,moon,noun,p-?-?,female.zero.third,pa?of?ofsh
pu,moon,noun,p-?-?,female.zero.fourth,pa?of?of
pu,moon,noun,p-?-?,male.singular.first,pa?a?ath
pu,moon,noun,p-?-?,male.singular.second,pa?a?aj
pu,moon,noun,p-?-?,male.singular.third,pa?a?ash
pu,moon,noun,p-?-?,male.singular.fourth,pa?a?a
pu,moon,noun,p-?-?,male.plural.first,pa?a?a?ath
pu,moon,noun,p-?-?,male.plural.second,pa?a?a?aj
pu,moon,noun,p-?-?,male.plural.third,pa?a?a?ash
pu,moon,noun,p-?-?,male.plural.fourth,pa?a?a?a
pu,moon,noun,p-?-?,male.collective.first,pæ?æ?æth
pu,moon,noun,p-?-?,male.collective.second,pæ?æ?æj
pu,moon,noun,p-?-?,male.collective.third,pæ?æ?æsh
pu,moon,noun,p-?-?,male.collective.fourth,pæ?æ?æ
pu,moon,noun,p-?-?,male.zero.first,pa?af?afth
pu,moon,noun,p-?-?,male.zero.second,pa?af?afj
pu,moon,noun,p-?-?,male.zero.third,pa?af?afsh
pu,moon,noun,p-?-?,male.zero.fourth,pa?af?af
pu,moon,noun,p-?-?,inanimate.singular.first,pa?ïf?ïfth
pu,moon,noun,p-?-?,inanimate.singular.second,pa?ïf?ïfj
pu,moon,noun,p-?-?,inanimate.singular.third,pa?ïf?ïfsh
pu,moon,noun,p-?-?,inanimate.singular.fourth,pa?ïf?ïf
pu,moon,noun,p-?-?,inanimate.plural.first,pa?ïf?ïf?ïfth
pu,moon,noun,p-?-?,inanimate.plural.second,pa?ïf?ïf?ïfj
pu,moon,noun,p-?-?,inanimate.plural.third,pa?ïf?ïf?ïfsh
pu,moon,noun,p-?-?,inanimate.plural.fourth,pa?ïf?ïf?ïf
